Time,Susceptible,Infected,Recovered
18.000000,94889.347442,3395.378002,1715.274556
18.100000,94791.844507,3458.611876,1749.543617
18.200000,94692.630192,3522.919436,1784.450373
18.300000,94591.679410,3588.314958,1820.005632
18.400000,94488.966898,3654.812756,1856.220346
18.500000,94384.467213,3722.427177,1893.105609
18.600000,94278.154752,3791.172589,1930.672660
18.700000,94170.003745,3861.063376,1968.932879
18.800000,94059.988276,3932.113931,2007.897793
18.900000,93948.082280,4004.338648,2047.579071
19.000000,93834.259559,4077.751913,2087.988528
19.100000,93718.493786,4152.368095,2129.138119
19.200000,93600.758516,4228.201537,2171.039947
19.300000,93481.027195,4305.266550,2213.706255
19.400000,93359.273173,4383.577397,2257.149431
19.500000,93235.469709,4463.148288,2301.382003
19.600000,93109.589986,4543.993370,2346.416644
19.700000,92981.607122,4626.126713,2392.266165
19.800000,92851.494182,4709.562299,2438.943519
19.900000,92719.224187,4794.314015,2486.461798
20.000000,92584.770131,4880.395637,2534.834232
20.100000,92448.104994,4967.820817,2584.074189
20.200000,92309.201753,5056.603075,2634.195172
20.300000,92168.033398,5146.755783,2685.210819
20.400000,92024.572950,5238.292150,2737.134900
20.500000,91878.793469,5331.225213,2789.981317
20.600000,91730.668078,5425.567820,2843.764103
20.700000,91580.169973,5521.332613,2898.497414
20.800000,91427.272444,5618.532019,2954.195537
20.900000,91271.948892,5717.178231,3010.872877
21.000000,91114.172844,5817.283192,3068.543964
21.100000,90953.917976,5918.858582,3127.223443
21.200000,90791.158127,6021.915798,3186.926075
21.300000,90625.867325,6126.465940,3247.666735
21.400000,90458.019801,6232.519793,3309.460406
21.500000,90287.590012,6340.087810,3372.322178
21.600000,90114.552663,6449.180093,3436.267243
21.700000,89938.882730,6559.806377,3501.310893
21.800000,89760.555476,6671.976009,3567.468515
21.900000,89579.546480,6785.697932,3634.755588
22.000000,89395.831660,6900.980663,3703.187677
22.100000,89209.387292,7017.832277,3772.780431
22.200000,89020.190037,7136.260386,3843.549577
22.300000,88828.216966,7256.272116,3915.510917
22.400000,88633.445586,7377.874094,3988.680320
22.500000,88435.853860,7501.072420,4063.073720
22.600000,88235.420240,7625.872652,4138.707108
22.700000,88032.123689,7752.279782,4215.596530
22.800000,87825.943708,7880.298217,4293.758075
22.900000,87616.860365,8009.931758,4373.207878
23.000000,87404.854320,8141.183576,4453.962105
23.100000,87189.906853,8274.056195,4536.036952
23.200000,86971.999894,8408.551469,4619.448637
23.300000,86751.116048,8544.670558,4704.213394
23.400000,86527.238627,8682.413910,4790.347463
23.500000,86300.351675,8821.781240,4877.867086
23.600000,86070.439998,8962.771504,4966.788497
23.700000,85837.489197,9105.382884,5057.127919
23.800000,85601.485688,9249.612762,5148.901550
23.900000,85362.416741,9395.457701,5242.125558
24.000000,85120.270501,9542.913425,5336.816074
24.100000,84875.036023,9691.974798,5432.989179
24.200000,84626.703298,9842.635801,5530.660902
24.300000,84375.263281,9994.889515,5629.847204
24.400000,84120.707922,10148.728102,5730.563975
24.500000,83863.030196,10304.142784,5832.827020
24.600000,83602.224126,10461.123822,5936.652052
24.700000,83338.284816,10619.660502,6042.054682
24.800000,83071.208475,10779.741116,6149.050409
24.900000,82800.992450,10941.352942,6257.654608
25.000000,82527.635244,11104.482230,6367.882526
25.100000,82251.136553,11269.114185,6479.749262
25.200000,81971.497282,11435.232953,6593.269766
25.300000,81688.719577,11602.821603,6708.458821
25.400000,81402.806847,11771.862116,6825.331037
25.500000,81113.763788,11942.335373,6943.900839
25.600000,80821.596407,12114.221139,7064.182453
25.700000,80526.312044,12287.498057,7186.189899
25.800000,80227.919392,12462.143632,7309.936977
25.900000,79926.428518,12638.134226,7435.437255
26.000000,79621.850888,12815.445050,7562.704062
26.100000,79314.199375,12994.050154,7691.750471
26.200000,79003.488286,13173.922425,7822.589289
26.300000,78689.733373,13355.033578,7955.233049
26.400000,78372.951850,13537.354158,8089.693992
26.500000,78053.162406,13720.853532,8225.984062
26.600000,77730.385219,13905.499894,8364.114887
26.700000,77404.641964,14091.260263,8504.097773
26.800000,77075.955826,14278.100482,8645.943691
26.900000,76744.351506,14465.985229,8789.663265
27.000000,76409.855229,14654.878014,8935.266756
27.100000,76072.494748,14844.741192,9082.764060
27.200000,75732.299349,15035.535966,9232.164686
27.300000,75389.299851,15227.222398,9383.477751
27.400000,75043.528608,15419.759423,9536.711969
27.500000,74695.019507,15613.104858,9691.875635
27.600000,74343.807965,15807.215418,9848.976617
27.700000,73989.930922,16002.046733,10008.022346
27.800000,73633.426837,16197.553360,10169.019803
27.900000,73274.335679,16393.688812,10331.975509
28.000000,72912.698914,16590.405570,10496.895517
28.100000,72548.559495,16787.655108,10663.785396
28.200000,72181.961849,16985.387921,10832.650230
28.300000,71812.951857,17183.553546,11003.494598
28.400000,71441.576838,17382.100590,11176.322572
28.500000,71067.885532,17580.976761,11351.137707
28.600000,70691.928074,17780.128899,11527.943027
28.700000,70313.755972,17979.503003,11706.741025
28.800000,69933.422083,18179.044273,11887.533645
28.900000,69550.980582,18378.697135,12070.322282
29.000000,69166.486940,18578.405288,12255.107772
29.100000,68779.997883,18778.111735,12441.890382
29.200000,68391.571368,18977.758823,12630.669809
29.300000,68001.266547,19177.288287,12821.445167
29.400000,67609.143725,19376.641289,13014.214986
29.500000,67215.264330,19575.758464,13208.977207
29.600000,66819.690869,19774.579961,13405.729170
29.700000,66422.486889,19973.045492,13604.467619
29.800000,66023.716934,20171.094375,13805.188691
29.900000,65623.446500,20368.665585,14007.887915
30.000000,65221.741994,20565.697800,14212.560206
30.100000,64818.670680,20762.129452,14419.199869
30.200000,64414.300639,20957.898774,14627.800588
30.300000,64008.700715,21152.943855,14838.355430
30.400000,63601.940468,21347.202689,15050.856844
30.500000,63194.090119,21540.613225,15265.296656
30.600000,62785.220504,21733.113423,15481.666074
30.700000,62375.403013,21924.641303,15699.955684
30.800000,61964.709546,22115.135002,15920.155453
30.900000,61553.212449,22304.532821,16142.254731
31.000000,61140.984466,22492.773283,16366.242251
31.100000,60728.098680,22679.795186,16592.106134
31.200000,60314.628459,22865.537651,16819.833890
31.300000,59900.647399,23049.940180,17049.412421
31.400000,59486.229268,23232.942706,17280.828027
31.500000,59071.447946,23414.485644,17514.066410
31.600000,58656.377377,23594.509946,17749.112677
31.700000,58241.091501,23772.957148,17985.951351
31.800000,57825.664208,23949.769421,18224.566371
31.900000,57410.169275,24124.889626,18464.941099
32.000000,56994.680314,24298.261352,18707.058335
32.100000,56579.270713,24469.828974,18950.900313
32.200000,56164.013586,24639.537696,19196.448718
32.300000,55748.981715,24807.333594,19443.684690
32.400000,55334.247497,24973.163666,19692.588837
32.500000,54919.882892,25136.975870,19943.141237
32.600000,54505.959371,25298.719171,20195.321458
32.700000,54092.547865,25458.343577,20449.108558
32.800000,53679.718714,25615.800183,20704.481103
32.900000,53267.541619,25771.041206,20961.417176
33.000000,52856.085593,25924.020020,21219.894386
33.100000,52445.418919,26074.691197,21479.889884
33.200000,52035.609098,26223.010531,21741.380370
33.300000,51626.722809,26368.935079,22004.342112
33.400000,51218.825867,26512.423183,22268.750950
33.500000,50811.983178,26653.434502,22534.582319
33.600000,50406.258707,26791.930039,22801.811254
33.700000,50001.715429,26927.872162,23070.412408
33.800000,49598.415305,27061.224630,23340.360065
33.900000,49196.419237,27191.952611,23611.628152
34.000000,48795.787039,27320.022704,23884.190257
34.100000,48396.577406,27445.402954,24158.019640
34.200000,47998.847885,27568.062867,24433.089248
34.300000,47602.654843,27687.973424,24709.371733
34.400000,47208.053445,27805.107095,24986.839460
34.500000,46815.097626,27919.437843,25265.464531
34.600000,46423.840071,28030.941137,25545.218792
34.700000,46034.332192,28139.593956,25826.073852
34.800000,45646.624111,28245.374791,26108.001098
34.900000,45260.764639,28348.263653,26390.971708
35.000000,44876.801264,28448.242066,26674.956669
35.100000,44494.780135,28545.293074,26959.926791
35.200000,44114.746047,28639.401232,27245.852721
35.300000,43736.742438,28730.552603,27532.704959
35.400000,43360.811372,28818.734752,27820.453875
35.500000,42986.993537,28903.936742,28109.069720
35.600000,42615.328237,28986.149118,28398.522645
35.700000,42245.853389,29065.363900,28688.782711
35.800000,41878.605520,29141.574571,28979.819909
35.900000,41513.619767,29214.776062,29271.604171
36.000000,41150.929875,29284.964738,29564.105387
36.100000,40790.568204,29352.138381,29857.293416
36.200000,40432.565728,29416.296171,30151.138102
36.300000,40076.952042,29477.438670,30445.609288
36.400000,39723.755370,29535.567800,30740.676830
36.500000,39373.002566,29590.686824,31036.310610
36.600000,39024.719132,29642.800320,31332.480548
36.700000,38678.929220,29691.914163,31629.156617
36.800000,38335.655648,29738.035495,31926.308856
36.900000,37994.919912,29781.172708,32223.907380
37.000000,37656.742197,29821.335408,32521.922395
37.100000,37321.141391,29858.534400,32820.324209
37.200000,36988.135105,29892.781652,33119.083244
37.300000,36657.739683,29924.090271,33418.170046
37.400000,36329.970225,29952.474475,33717.555301
37.500000,36004.840600,29977.949562,34017.209839
37.600000,35682.363467,30000.531883,34317.104649
37.700000,35362.550296,30020.238812,34617.210892
37.800000,35045.411384,30037.088714,34917.499902
37.900000,34730.955877,30051.100916,35217.943207
38.000000,34419.191795,30062.295677,35518.512529
38.100000,34110.126046,30070.694155,35819.179799
38.200000,33803.764457,30076.318379,36119.917164
38.300000,33500.111789,30079.191215,36420.696995
38.400000,33199.171766,30079.336338,36721.491896
38.500000,32900.947092,30076.778197,37022.274711
38.600000,32605.439481,30071.541986,37323.018533
38.700000,32312.649675,30063.653614,37623.696710
38.800000,32022.577474,30053.139673,37924.282853
38.900000,31735.221754,30040.027404,38224.750842
39.000000,31450.580495,30024.344672,38525.074833
39.100000,31168.650806,30006.119932,38825.229262
39.200000,30889.428945,29985.382200,39125.188855
39.300000,30612.910350,29962.161022,39424.928628
39.400000,30339.089657,29936.486445,39724.423897
39.500000,30067.960730,29908.388990,40023.650281
39.600000,29799.516679,29877.899617,40322.583704
39.700000,29533.749892,29845.049703,40621.200405
39.800000,29270.652053,29809.871012,40919.476936
39.900000,29010.214166,29772.395664,41217.390169
40.000000,28752.426585,29732.656113,41514.917301
40.100000,28497.279030,29690.685116,41812.035853
40.200000,28244.760615,29646.515710,42108.723676
40.300000,27994.859868,29600.181182,42404.958950
40.400000,27747.564758,29551.715048,42700.720194
40.500000,27502.862714,29501.151028,42995.986258
40.600000,27260.740648,29448.523018,43290.736335
40.700000,27021.184977,29393.865071,43584.949952
40.800000,26784.181647,29337.211370,43878.606983
40.900000,26549.716149,29278.596209,44171.687642
41.000000,26317.773546,29218.053970,44464.172484
41.100000,26088.338490,29155.619098,44756.042412
41.200000,25861.395241,29091.326087,45047.278672
41.300000,25636.927691,29025.209453,45337.862855
41.400000,25414.919381,28957.303722,45627.776898
41.500000,25195.353517,28887.643402,45917.003081
41.600000,24978.212996,28816.262972,46205.524032
41.700000,24763.480417,28743.196861,46493.322722
41.800000,24551.138103,28668.479432,46780.382465
41.900000,24341.168118,28592.144962,47066.686920
42.000000,24133.552280,28514.227632,47352.220088
42.100000,23928.272184,28434.761506,47636.966310
42.200000,23725.309214,28353.780518,47920.910268
42.300000,23524.644557,28271.318459,48204.036984
42.400000,23326.259224,28187.408963,48486.331813
42.500000,23130.134061,28102.085489,48767.780450
42.600000,22936.249763,28015.381316,49048.368920
42.700000,22744.586890,27927.329526,49328.083584
42.800000,22555.125880,27837.962992,49606.911128
42.900000,22367.847061,27747.314369,49884.838570
43.000000,22182.730665,27655.416084,50161.853250
43.100000,21999.756843,27562.300323,50437.942834
43.200000,21818.905671,27467.999024,50713.095305
43.300000,21640.157165,27372.543867,50987.298968
43.400000,21463.491295,27275.966264,51260.542441
43.500000,21288.887991,27178.297353,51532.814656
43.600000,21116.327156,27079.567991,51804.104853
43.700000,20945.788675,26979.808743,52074.402583
43.800000,20777.252425,26879.049879,52343.697696
43.900000,20610.698286,26777.321366,52611.980348
44.000000,20446.106149,26674.652861,52879.240990
44.100000,20283.455923,26571.073707,53145.470370
44.200000,20122.727546,26466.612929,53410.659526
44.300000,19963.900990,26361.299225,53674.799785
44.400000,19806.956272,26255.160966,53937.882762
44.500000,19651.873460,26148.226191,54199.900350
44.600000,19498.632678,26040.522599,54460.844723
44.700000,19347.214117,25932.077553,54720.708330
44.800000,19197.598037,25822.918071,54979.483893
44.900000,19049.764775,25713.070826,55237.164399
45.000000,18903.694754,25602.562142,55493.743104
45.100000,18759.368482,25491.417994,55749.213524
45.200000,18616.766563,25379.664006,56003.569431
45.300000,18475.869698,25267.325446,56256.804855
45.400000,18336.658695,25154.427230,56508.914075
45.500000,18199.114467,25040.993917,56759.891616
45.600000,18063.218041,24927.049709,57009.732250
45.700000,17928.950561,24812.618452,57258.430987
45.800000,17796.293290,24697.723635,57505.983074
45.900000,17665.227618,24582.388390,57752.383992
46.000000,17535.735059,24466.635491,57997.629450
46.100000,17407.797259,24350.487356,58241.715384
46.200000,17281.396000,24233.966047,58484.637953
46.300000,17156.513196,24117.093270,58726.393534
46.400000,17033.130904,23999.890378,58966.978718
46.500000,16911.231321,23882.378368,59206.390311
46.600000,16790.796787,23764.577889,59444.625324
46.700000,16671.809789,23646.509236,59681.680975
46.800000,16554.252961,23528.192358,59917.554681
46.900000,16438.109086,23409.646854,60152.244060
47.000000,16323.361100,23290.891979,60385.746921
47.100000,16209.992090,23171.946645,60618.061265
47.200000,16097.985297,23052.829423,60849.185281
47.300000,15987.324116,22933.558543,61079.117341
47.400000,15877.992100,22814.151901,61307.855999
47.500000,15769.972958,22694.627057,61535.399985
47.600000,15663.250555,22575.001241,61761.748204
47.700000,15557.808919,22455.291352,61986.899730
47.800000,15453.632231,22335.513963,62210.853806
47.900000,15350.704835,22215.685327,62433.609838
48.000000,15249.011235,22095.821371,62655.167395
48.100000,15148.536092,21975.937708,62875.526200
48.200000,15049.264231,21856.049635,63094.686134
48.300000,14951.180634,21736.172138,63312.647228
48.400000,14854.270444,21616.319895,63529.409661
48.500000,14758.518965,21496.507277,63744.973758
48.600000,14663.911659,21376.748356,63959.339986
48.700000,14570.434149,21257.056901,64172.508950
48.800000,14478.072217,21137.446389,64384.481394
48.900000,14386.811804,21017.930005,64595.258192
49.000000,14296.639008,20898.520642,64804.840350
49.100000,14207.540086,20779.230911,65013.229003
49.200000,14119.501451,20660.073140,65220.425409
49.300000,14032.509675,20541.059378,65426.430946
49.400000,13946.551484,20422.201400,65631.247115
49.500000,13861.613758,20303.510710,65834.875532
49.600000,13777.683534,20184.998541,66037.317925
49.700000,13694.748000,20066.675865,66238.576134
49.800000,13612.794499,19948.553392,66438.652109
49.900000,13531.810522,19830.641574,66637.547904
50.000000,13451.783714,19712.950609,66835.265677
50.100000,13372.701869,19595.490445,67031.807686
50.200000,13294.552929,19478.270784,67227.176288
50.300000,13217.324982,19361.301083,67421.373935
50.400000,13141.006266,19244.590560,67614.403173
50.500000,13065.585162,19128.148197,67806.266640
50.600000,12991.050196,19011.982744,67996.967060
50.700000,12917.390036,18896.102718,68186.507246
50.800000,12844.593492,18780.516414,68374.890094
50.900000,12772.649517,18665.231902,68562.118581
51.000000,12701.547200,18550.257036,68748.195764
51.100000,12631.275770,18435.599451,68933.124779
51.200000,12561.824593,18321.266571,69116.908836
51.300000,12493.183171,18207.265612,69299.551217
51.400000,12425.341138,18093.603584,69481.055278
51.500000,12358.288264,17980.287295,69661.424441
51.600000,12292.014449,17867.323353,69840.662198
51.700000,12226.509725,17754.718171,70018.772104
51.800000,12161.764250,17642.477972,70195.757778
51.900000,12097.768314,17530.608786,70371.622900
52.000000,12034.512330,17419.116460,70546.371210
52.100000,11971.986838,17308.006658,70720.006504
52.200000,11910.182501,17197.284862,70892.532637
52.300000,11849.090106,17086.956381,71063.953513
52.400000,11788.700559,16977.026349,71234.273092
52.500000,11729.004887,16867.499729,71403.495385
52.600000,11669.994235,16758.381317,71571.624448
52.700000,11611.659866,16649.675747,71738.664387
52.800000,11553.993157,16541.387489,71904.619354
52.900000,11496.985602,16433.520856,72069.493542
53.000000,11440.628806,16326.080004,72233.291190
53.100000,11384.914487,16219.068938,72396.016575
53.200000,11329.834473,16112.491513,72557.674014
53.300000,11275.380701,16006.351436,72718.267863
53.400000,11221.545215,15900.652272,72877.802513
53.500000,11168.320169,15795.397441,73036.282390
53.600000,11115.697818,15690.590228,73193.711954
53.700000,11063.670524,15586.233779,73350.095697
53.800000,11012.230750,15482.331108,73505.438142
53.900000,10961.371061,15378.885098,73659.743841
54.000000,10911.084122,15275.898503,73813.017375
54.100000,10861.362697,15173.373952,73965.263351
54.200000,10812.199648,15071.313949,74116.486403
54.300000,10763.587932,14969.720881,74266.691187
54.400000,10715.520604,14868.597012,74415.882384
54.500000,10667.990809,14767.944493,74564.064698
54.600000,10620.991788,14667.765360,74711.242852
54.700000,10574.516872,14568.061538,74857.421590
54.800000,10528.559483,14468.834844,75002.605673
54.900000,10483.113131,14370.086986,75146.799883
55.000000,10438.171415,14271.819570,75290.009015
55.100000,10393.728021,14174.034098,75432.237881
55.200000,10349.776720,14076.731973,75573.491308
55.300000,10306.311367,13979.914497,75713.774136
55.400000,10263.325902,13883.582881,75853.091217
55.500000,10220.814346,13787.738237,75991.447417
55.600000,10178.770802,13692.381589,76128.847609
55.700000,10137.189452,13597.513870,76265.296678
55.800000,10096.064558,13503.135924,76400.799519
55.900000,10055.390459,13409.248509,76535.361032
56.000000,10015.161572,13315.852302,76668.986126
56.100000,9975.372388,13222.947895,76801.679717
56.200000,9936.017475,13130.535800,76933.446725
56.300000,9897.091474,13038.616451,77064.292076
56.400000,9858.589097,12947.190205,77194.220698
56.500000,9820.505130,12856.257345,77323.237524
56.600000,9782.834429,12765.818080,77451.347490
56.700000,9745.571920,12675.872549,77578.555532
56.800000,9708.712596,12586.420817,77704.866587
56.900000,9672.251520,12497.462886,77830.285594
57.000000,9636.183821,12408.998689,77954.817491
57.100000,9600.504693,12321.028093,78078.467213
57.200000,9565.209398,12233.550904,78201.239697
57.300000,9530.293260,12146.566865,78323.139875
57.400000,9495.751665,12060.075658,78444.172677
57.500000,9461.580063,11974.076907,78564.343030
57.600000,9427.773966,11888.570178,78683.655855
57.700000,9394.328946,11803.554982,78802.116072
57.800000,9361.240633,11719.030775,78919.728592
57.900000,9328.504719,11634.996959,79036.498322
58.000000,9296.116951,11551.452886,79152.430163
58.100000,9264.073136,11468.397854,79267.529010
58.200000,9232.369135,11385.831117,79381.799748
58.300000,9201.000867,11303.751876,79495.247257
58.400000,9169.964303,11222.159289,79607.876408
58.500000,9139.255471,11141.052467,79719.692062
58.600000,9108.870451,11060.430476,79830.699073
58.700000,9078.805374,10980.292342,79940.902285
58.800000,9049.056425,10900.637046,80050.306530
58.900000,9019.619839,10821.463529,80158.916631
59.000000,8990.491903,10742.770695,80266.737402
59.100000,8961.668950,10664.557406,80373.773644
59.200000,8933.147366,10586.822489,80480.030145
59.300000,8904.923582,10509.564734,80585.511684
59.400000,8876.994078,10432.782896,80690.223026
59.500000,8849.355380,10356.475695,80794.168924
59.600000,8822.004063,10280.641820,80897.354118
59.700000,8794.936742,10205.279924,80999.783334
59.800000,8768.150083,10130.388632,81101.461285
59.900000,8741.640791,10055.966538,81202.392670
60.000000,8715.405619,9982.012206,81302.582175
60.100000,8689.441359,9908.524173,81402.034469
60.200000,8663.744847,9835.500945,81500.754208
60.300000,8638.312962,9762.941006,81598.746032
60.400000,8613.142623,9690.842810,81696.014567
60.500000,8588.230789,9619.204789,81792.564422
60.600000,8563.574459,9548.025350,81888.400191
60.700000,8539.170673,9477.302875,81983.526452
60.800000,8515.016507,9407.035726,82077.947767
60.900000,8491.109079,9337.222242,82171.668679
61.000000,8467.445541,9267.860741,82264.693718
61.100000,8444.023085,9198.949520,82357.027395
61.200000,8420.838938,9130.486858,82448.674204
61.300000,8397.890363,9062.471015,82539.638621
61.400000,8375.174661,8994.900232,82629.925108
61.500000,8352.689164,8927.772732,82719.538104
61.600000,8330.431243,8861.086723,82808.482034
61.700000,8308.398300,8794.840396,82896.761304
