Time,Susceptible,Infected,Recovered
32.500000,55865.290000,24750.130000,19384.580000
32.600000,55453.020000,24915.580000,19631.400000
32.700000,55038.180000,25079.560000,19882.260000
32.800000,54627.360000,25240.010000,20132.630000
32.900000,54214.570000,25402.360000,20383.070000
33.000000,53801.260000,25560.450000,20638.290000
33.100000,53391.590000,25715.920000,20892.490000
33.200000,52980.890000,25869.080000,21150.030000
33.300000,52571.200000,26019.520000,21409.280000
33.400000,52160.540000,26170.180000,21669.280000
33.500000,51746.490000,26324.480000,21929.030000
33.600000,51339.730000,26468.650000,22191.620000
33.700000,50931.720000,26609.630000,22458.650000
33.800000,50527.390000,26746.250000,22726.360000
33.900000,50122.920000,26882.560000,22994.520000
34.000000,49717.900000,27018.670000,23263.430000
34.100000,49315.740000,27152.110000,23532.150000
34.200000,48914.070000,27283.730000,23802.200000
34.300000,48515.050000,27410.200000,24074.750000
34.400000,48113.360000,27536.900000,24349.740000
34.500000,47718.180000,27656.830000,24624.990000
34.600000,47323.610000,27773.650000,24902.740000
34.700000,46930.840000,27886.980000,25182.180000
34.800000,46534.330000,28006.610000,25459.060000
34.900000,46147.710000,28112.020000,25740.270000
35.000000,45759.350000,28218.320000,26022.330000
35.100000,45371.880000,28329.070000,26299.050000
35.200000,44985.530000,28430.460000,26584.010000
35.300000,44600.120000,28532.980000,26866.900000
35.400000,44220.530000,28630.480000,27148.990000
35.500000,43840.000000,28723.840000,27436.160000
35.600000,43462.970000,28816.340000,27720.690000
35.700000,43090.450000,28901.300000,28008.250000
35.800000,42716.400000,28984.030000,28299.570000
35.900000,42345.070000,29065.950000,28588.980000
36.000000,41975.990000,29144.000000,28880.010000
36.100000,41605.890000,29220.820000,29173.290000
36.200000,41243.420000,29288.710000,29467.870000
36.300000,40881.180000,29357.610000,29761.210000
36.400000,40522.280000,29423.100000,30054.620000
36.500000,40164.010000,29486.920000,30349.070000
36.600000,39805.280000,29551.770000,30642.950000
36.700000,39453.130000,29605.560000,30941.310000
36.800000,39100.460000,29662.990000,31236.550000
36.900000,38753.190000,29712.040000,31534.770000
37.000000,38407.850000,29761.680000,31830.470000
37.100000,38067.440000,29801.100000,32131.460000
37.200000,37728.030000,29843.550000,32428.420000
37.300000,37389.960000,29885.390000,32724.650000
37.400000,37055.330000,29920.170000,33024.500000
37.500000,36723.980000,29950.850000,33325.170000
37.600000,36395.140000,29978.810000,33626.050000
37.700000,36065.940000,30009.220000,33924.840000
37.800000,35741.750000,30033.760000,34224.490000
37.900000,35417.890000,30057.400000,34524.710000
38.000000,35095.280000,30081.640000,34823.080000
38.100000,34775.840000,30100.580000,35123.580000
38.200000,34463.170000,30112.960000,35423.870000
38.300000,34152.340000,30123.780000,35723.880000
38.400000,33845.990000,30129.500000,36024.510000
38.500000,33536.910000,30138.810000,36324.280000
38.600000,33232.850000,30141.550000,36625.600000
38.700000,32936.800000,30137.700000,36925.500000
38.800000,32639.160000,30136.410000,37224.430000
38.900000,32345.760000,30127.950000,37526.290000
39.000000,32052.380000,30121.080000,37826.540000
39.100000,31762.350000,30109.610000,38128.040000
39.200000,31476.890000,30094.500000,38428.610000
39.300000,31191.330000,30078.070000,38730.600000
39.400000,30909.940000,30059.490000,39030.570000
39.500000,30631.080000,30038.290000,39330.630000
39.600000,30355.550000,30013.030000,39631.420000
39.700000,30081.610000,29986.020000,39932.370000
39.800000,29811.950000,29959.010000,40229.040000
39.900000,29545.320000,29924.760000,40529.920000
40.000000,29279.520000,29889.400000,40831.080000
40.100000,29015.730000,29853.760000,41130.510000
40.200000,28755.500000,29816.640000,41427.860000
40.300000,28496.380000,29776.060000,41727.560000
40.400000,28242.360000,29733.010000,42024.630000
40.500000,27991.610000,29687.440000,42320.950000
40.600000,27738.900000,29642.250000,42618.850000
40.700000,27493.450000,29591.390000,42915.160000
40.800000,27250.580000,29536.110000,43213.310000
40.900000,27007.930000,29482.240000,43509.830000
41.000000,26770.390000,29425.630000,43803.980000
41.100000,26533.960000,29368.090000,44097.950000
41.200000,26299.340000,29308.490000,44392.170000
41.300000,26066.880000,29250.110000,44683.010000
41.400000,25839.290000,29185.130000,44975.580000
41.500000,25612.520000,29117.410000,45270.070000
41.600000,25388.730000,29049.540000,45561.730000
41.700000,25168.160000,28980.760000,45851.080000
41.800000,24949.110000,28910.810000,46140.080000
41.900000,24734.040000,28841.970000,46423.990000
42.000000,24518.100000,28768.560000,46713.340000
42.100000,24304.430000,28697.720000,46997.850000
42.200000,24095.490000,28621.700000,47282.810000
42.300000,23888.110000,28543.820000,47568.070000
42.400000,23681.920000,28464.900000,47853.180000
42.500000,23480.890000,28379.330000,48139.780000
42.600000,23280.570000,28296.410000,48423.020000
42.700000,23082.150000,28214.150000,48703.700000
42.800000,22887.100000,28128.420000,48984.480000
42.900000,22692.940000,28041.130000,49265.930000
43.000000,22502.250000,27950.270000,49547.480000
43.100000,22312.510000,27859.840000,49827.650000
43.200000,22128.960000,27763.300000,50107.740000
43.300000,21944.890000,27669.490000,50385.620000
43.400000,21764.950000,27571.570000,50663.480000
43.500000,21585.370000,27477.220000,50937.410000
43.600000,21404.730000,27383.510000,51211.760000
43.700000,21228.000000,27287.650000,51484.350000
43.800000,21054.840000,27186.580000,51758.580000
43.900000,20881.890000,27088.360000,52029.750000
44.000000,20712.230000,26987.340000,52300.430000
44.100000,20543.440000,26884.510000,52572.050000
44.200000,20378.430000,26780.380000,52841.190000
44.300000,20214.780000,26675.570000,53109.650000
44.400000,20053.240000,26570.920000,53375.840000
44.500000,19891.920000,26463.200000,53644.880000
44.600000,19732.710000,26358.210000,53909.080000
44.700000,19576.730000,26249.260000,54174.010000
44.800000,19421.480000,26141.960000,54436.560000
44.900000,19268.770000,26032.860000,54698.370000
45.000000,19117.890000,25922.360000,54959.750000
45.100000,18970.700000,25811.090000,55218.210000
45.200000,18823.240000,25701.000000,55475.760000
45.300000,18676.000000,25590.070000,55733.930000
45.400000,18532.630000,25477.160000,55990.210000
45.500000,18389.650000,25365.550000,56244.800000
45.600000,18248.290000,25250.380000,56501.330000
45.700000,18108.550000,25139.800000,56751.650000
45.800000,17970.570000,25028.400000,57001.030000
45.900000,17836.360000,24914.480000,57249.160000
46.000000,17703.100000,24796.770000,57500.130000
46.100000,17568.380000,24686.250000,57745.370000
46.200000,17437.540000,24568.240000,57994.220000
46.300000,17309.260000,24452.250000,58238.490000
46.400000,17180.870000,24335.990000,58483.140000
46.500000,17054.910000,24220.840000,58724.250000
46.600000,16930.750000,24103.090000,58966.160000
46.700000,16809.730000,23983.090000,59207.180000
46.800000,16689.630000,23863.080000,59447.290000
46.900000,16570.760000,23743.190000,59686.050000
47.000000,16453.780000,23624.100000,59922.120000
47.100000,16339.420000,23505.580000,60155.000000
47.200000,16222.980000,23389.090000,60387.930000
47.300000,16108.470000,23271.190000,60620.340000
47.400000,15994.260000,23149.800000,60855.940000
47.500000,15882.850000,23028.310000,61088.840000
47.600000,15772.930000,22908.580000,61318.490000
47.700000,15665.310000,22788.870000,61545.820000
47.800000,15558.190000,22668.330000,61773.480000
47.900000,15452.030000,22546.030000,62001.940000
48.000000,15348.290000,22426.000000,62225.710000
48.100000,15245.990000,22305.260000,62448.750000
48.200000,15143.270000,22182.060000,62674.670000
48.300000,15040.880000,22062.540000,62896.580000
48.400000,14940.560000,21940.120000,63119.320000
48.500000,14842.810000,21817.810000,63339.380000
48.600000,14744.510000,21696.100000,63559.390000
48.700000,14648.620000,21574.460000,63776.920000
48.800000,14553.080000,21452.260000,63994.660000
48.900000,14459.600000,21333.460000,64206.940000
49.000000,14365.800000,21211.740000,64422.460000
49.100000,14274.110000,21092.770000,64633.120000
49.200000,14183.490000,20971.220000,64845.290000
49.300000,14094.060000,20851.230000,65054.710000
49.400000,14006.340000,20730.520000,65263.140000
49.500000,13919.080000,20608.350000,65472.570000
49.600000,13832.260000,20487.720000,65680.020000
49.700000,13747.020000,20367.930000,65885.050000
49.800000,13663.030000,20248.310000,66088.660000
49.900000,13579.100000,20129.420000,66291.480000
50.000000,13497.910000,20009.920000,66492.170000
50.100000,13416.370000,19891.150000,66692.480000
50.200000,13335.720000,19772.940000,66891.340000
50.300000,13257.130000,19652.450000,67090.420000
50.400000,13179.360000,19532.690000,67287.950000
50.500000,13102.570000,19412.270000,67485.160000
50.600000,13026.100000,19293.360000,67680.540000
50.700000,12951.220000,19172.940000,67875.840000
50.800000,12876.120000,19057.700000,68066.180000
50.900000,12801.630000,18942.810000,68255.560000
51.000000,12729.390000,18823.390000,68447.220000
51.100000,12656.330000,18710.680000,68632.990000
51.200000,12584.970000,18595.160000,68819.870000
51.300000,12514.310000,18478.780000,69006.910000
51.400000,12444.100000,18363.710000,69192.190000
51.500000,12376.060000,18247.430000,69376.510000
51.600000,12306.740000,18133.380000,69559.880000
51.700000,12240.350000,18019.670000,69739.980000
51.800000,12174.140000,17907.390000,69918.470000
51.900000,12110.770000,17791.420000,70097.810000
52.000000,12046.350000,17680.450000,70273.200000
52.100000,11982.960000,17567.290000,70449.750000
52.200000,11918.850000,17455.470000,70625.680000
52.300000,11855.370000,17344.300000,70800.330000
52.400000,11792.850000,17236.080000,70971.070000
52.500000,11733.400000,17123.550000,71143.050000
52.600000,11673.330000,17013.640000,71313.030000
52.700000,11614.680000,16903.340000,71481.980000
52.800000,11556.100000,16790.060000,71653.840000
52.900000,11497.120000,16680.970000,71821.910000
53.000000,11439.090000,16574.380000,71986.530000
53.100000,11382.870000,16462.740000,72154.390000
53.200000,11326.540000,16354.450000,72319.010000
53.300000,11270.640000,16246.840000,72482.520000
53.400000,11214.940000,16140.780000,72644.280000
53.500000,11161.380000,16032.940000,72805.680000
53.600000,11107.460000,15926.260000,72966.280000
53.700000,11054.760000,15821.510000,73123.730000
53.800000,11001.370000,15716.800000,73281.830000
53.900000,10950.620000,15612.120000,73437.260000
54.000000,10899.290000,15505.920000,73594.790000
54.100000,10849.270000,15400.440000,73750.290000
54.200000,10798.800000,15294.480000,73906.720000
54.300000,10748.240000,15193.960000,74057.800000
54.400000,10699.290000,15090.090000,74210.620000
54.500000,10651.340000,14987.370000,74361.290000
54.600000,10603.500000,14885.110000,74511.390000
54.700000,10555.920000,14784.040000,74660.040000
54.800000,10510.030000,14680.480000,74809.490000
54.900000,10464.520000,14579.660000,74955.820000
55.000000,10418.580000,14478.910000,75102.510000
55.100000,10373.600000,14380.130000,75246.270000
55.200000,10329.200000,14280.750000,75390.050000
55.300000,10285.050000,14180.240000,75534.710000
55.400000,10240.660000,14082.480000,75676.860000
55.500000,10198.670000,13981.610000,75819.720000
55.600000,10155.340000,13886.680000,75957.980000
55.700000,10114.220000,13787.970000,76097.810000
55.800000,10073.910000,13690.990000,76235.100000
55.900000,10033.390000,13593.330000,76373.280000
56.000000,9992.060000,13499.190000,76508.750000
56.100000,9952.750000,13402.410000,76644.840000
56.200000,9913.550000,13308.950000,76777.500000
56.300000,9873.830000,13215.220000,76910.950000
56.400000,9834.480000,13123.510000,77042.010000
56.500000,9796.020000,13030.590000,77173.390000
56.600000,9757.660000,12939.400000,77302.940000
56.700000,9718.880000,12848.270000,77432.850000
56.800000,9682.060000,12756.620000,77561.320000
56.900000,9645.090000,12664.930000,77689.980000
57.000000,9608.630000,12574.720000,77816.650000
57.100000,9572.530000,12487.440000,77940.030000
57.200000,9537.220000,12398.310000,78064.470000
57.300000,9501.450000,12312.590000,78185.960000
57.400000,9465.350000,12224.380000,78310.270000
57.500000,9431.470000,12136.660000,78431.870000
57.600000,9397.880000,12049.500000,78552.620000
57.700000,9364.120000,11963.430000,78672.450000
57.800000,9330.460000,11878.290000,78791.250000
57.900000,9296.930000,11793.280000,78909.790000
58.000000,9264.240000,11707.180000,79028.580000
58.100000,9231.750000,11622.480000,79145.770000
58.200000,9199.760000,11538.790000,79261.450000
58.300000,9168.730000,11453.490000,79377.780000
58.400000,9136.730000,11371.590000,79491.680000
58.500000,9105.740000,11289.640000,79604.620000
58.600000,9074.900000,11205.970000,79719.130000
58.700000,9043.800000,11125.690000,79830.510000
58.800000,9014.000000,11043.480000,79942.520000
58.900000,8984.590000,10962.260000,80053.150000
59.000000,8955.710000,10879.860000,80164.430000
59.100000,8926.210000,10798.670000,80275.120000
59.200000,8896.590000,10719.100000,80384.310000
59.300000,8868.580000,10640.650000,80490.770000
59.400000,8840.390000,10560.540000,80599.070000
59.500000,8812.560000,10482.990000,80704.450000
59.600000,8785.240000,10406.950000,80807.810000
59.700000,8758.580000,10329.440000,80911.980000
59.800000,8731.700000,10252.460000,81015.840000
59.900000,8704.120000,10177.370000,81118.510000
60.000000,8677.980000,10100.900000,81221.120000
60.100000,8652.220000,10024.150000,81323.630000
60.200000,8625.800000,9952.280000,81421.920000
60.300000,8599.920000,9876.150000,81523.930000
60.400000,8574.760000,9802.560000,81622.680000
60.500000,8548.980000,9732.190000,81718.830000
60.600000,8524.030000,9658.950000,81817.020000
60.700000,8499.460000,9587.840000,81912.700000
60.800000,8475.490000,9514.420000,82010.090000
60.900000,8450.800000,9442.490000,82106.710000
61.000000,8427.320000,9371.410000,82201.270000
61.100000,8403.570000,9300.960000,82295.470000
61.200000,8380.450000,9231.380000,82388.170000
61.300000,8357.860000,9163.660000,82478.480000
61.400000,8334.440000,9095.390000,82570.170000
61.500000,8311.800000,9026.340000,82661.860000
61.600000,8289.050000,8958.370000,82752.580000
61.700000,8266.910000,8891.690000,82841.400000
